ko_id,gene_name,subcategory,evidence_tier,lambda_original,genus,n_genomes_with_ko,genus_genome_total,presence_fraction,y_transformed
K15726,czcA,Resistance/Detoxification,Tier 1,0.6546049730743905,uba2475,7,7,0.9999,1.5607961601207307
K02012,afuA,Transport/Homeostasis,Tier 1,0.5256319286864727,prevotella,1,512,0.001953125,0.044208572607224716
K08365,,,,,hydrogenibacillus,1,4,0.25,0.5235987755982989
K02483,,,,,uba5905,1,9,0.1111111111111111,0.3398369094541219
K19973,,,,,macrococcus,1,9,0.1111111111111111,0.3398369094541219
K03673,dsbA,Unknown,Tier 2,0.6413594922712997,aureibaculum,1,2,0.5,0.7853981633974484
K03750,,,,,jabdjz01,1,1,0.9999,1.5607961601207307
K09816,,,,,uba9732,1,16,0.0625,0.25268025514207865
K03750,,,,,jadjov01,2,2,0.9999,1.5607961601207307
K02012,afuA,Transport/Homeostasis,Tier 1,0.5256319286864727,cf-13,1,9,0.1111111111111111,0.3398369094541219
K01534,,,,,b4-g1,1,2,0.5,0.7853981633974484
K01534,,,,,jamcvk01,1,2,0.5,0.7853981633974484
K09815,,,,,jackpm01,1,3,0.3333333333333333,0.6154797086703873
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,er46,6,7,0.8571428571428571,1.1831996401397158
K15727,,,,,uba1163,3,5,0.6,0.8860771237926137
K11710,,,,,parageobacillus,2,17,0.11764705882352941,0.3501057777671456
K09815,,,,,uba4479,3,5,0.6,0.8860771237926137
K00240,,,,,cybelea,2,4,0.5,0.7853981633974484
K02012,afuA,Transport/Homeostasis,Tier 1,0.5256319286864727,uba5851,1,2,0.5,0.7853981633974484
K15725,,,,,thiohalobacter,2,2,0.9999,1.5607961601207307
K03673,dsbA,Unknown,Tier 2,0.6413594922712997,jaheft01,1,3,0.3333333333333333,0.6154797086703873
K02010,,,,,capillimicrobium,1,2,0.5,0.7853981633974484
K09815,,,,,ventrisoma,1,2,0.5,0.7853981633974484
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,jabbgtr01,1,2,0.5,0.7853981633974484
K03638,,,,,zooshikella,1,3,0.3333333333333333,0.6154797086703873
K08941,,,,,jaabps01,1,2,0.5,0.7853981633974484
K02074,,,,,hyphomicrobium_b,1,14,0.07142857142857142,0.2705497629785729
K09816,,,,,uba12481,7,9,0.7777777777777778,1.0799136485055854
K08365,,,,,gp1-aa145,2,3,0.6666666666666666,0.9553166181245093
K11605,sitC,Transport/Homeostasis,Tier 1,0.1810812746006144,botrimarina,1,2,0.5,0.7853981633974484
K09816,,,,,jaipel01,1,2,0.5,0.7853981633974484
K00240,,,,,siphonobacter,2,4,0.5,0.7853981633974484
K07665,cusR,Resistance/Detoxification,Tier 1,0.4088795708368367,caizes01,1,2,0.5,0.7853981633974484
K09817,,,,,umgs1484,1,5,0.2,0.4636476090008061
K02074,,,,,cf-163,2,3,0.6666666666666666,0.9553166181245093
K00240,,,,,uba3961,1,2,0.5,0.7853981633974484
K02483,,,,,lysobacter_a,1,2,0.5,0.7853981633974484
K03325,ACR3,Resistance/Detoxification,Tier 1,0.5419485256329538,tyzzerella,1,2,0.5,0.7853981633974484
K09816,,,,,o-77,2,5,0.4,0.684719203002283
K09883,cobT,Transport/Homeostasis,Tier 2,0.846628805205085,neoasaia,1,2,0.5,0.7853981633974484
K09817,,,,,sfgy01,1,3,0.3333333333333333,0.6154797086703873
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,aquivivens,1,5,0.2,0.4636476090008061
K09815,,,,,uwma-0277,2,3,0.6666666666666666,0.9553166181245093
K16264,,,,,bog-532,2,4,0.5,0.7853981633974484
K02012,afuA,Transport/Homeostasis,Tier 1,0.5256319286864727,cacpja01,1,3,0.3333333333333333,0.6154797086703873
K09820,,,,,rzyy01,1,5,0.2,0.4636476090008061
K07665,cusR,Resistance/Detoxification,Tier 1,0.4088795708368367,uba9647,1,3,0.3333333333333333,0.6154797086703873
K02483,,,,,elarobacter,3,6,0.5,0.7853981633974484
K07787,cusA,Resistance/Detoxification,Tier 1,0.7903100387029138,holophaga,3,5,0.6,0.8860771237926137
K03831,,,,,gca-2698665,1,4,0.25,0.5235987755982989
K03446,emrB,Resistance/Detoxification,Tier 2,0.6930795793230609,fulvimonas,2,2,0.9999,1.5607961601207307
K19595,gesA,Resistance/Detoxification,Tier 1,0.1610584292276534,neorhizobium,2,63,0.031746031746031744,0.1791306092563084
K02007,cbiM,Transport/Homeostasis,Tier 2,0.5554474595698389,umgs1668,1,14,0.07142857142857142,0.2705497629785729
K03750,,,,,desulfoprunum,6,6,0.9999,1.5607961601207307
K15725,,,,,vgxo01,1,2,0.5,0.7853981633974484
K11709,troD,Transport/Homeostasis,Tier 1,0.2209258229638139,bartonella_a,4,14,0.2857142857142857,0.5639426413606289
K02012,afuA,Transport/Homeostasis,Tier 1,0.5256319286864727,fen-1250,1,2,0.5,0.7853981633974484
K16783,,,,,parenemella,1,2,0.5,0.7853981633974484
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,stenotrophomonas_a,1,2,0.5,0.7853981633974484
K03523,bioY,Transport/Homeostasis,Tier 2,0.3913104502221118,hungatella_b,1,2,0.5,0.7853981633974484
K00240,,,,,cypionkella,1,3,0.3333333333333333,0.6154797086703873
K16264,,,,,mycetocola_a,3,6,0.5,0.7853981633974484
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,wyba01,3,3,0.9999,1.5607961601207307
K03635,MOCS2B,Cofactor Biosynthesis,Tier 2,0.5305892439358237,virgibacillus_b,1,2,0.5,0.7853981633974484
K02015,,,,,rhizorhabdus,5,16,0.3125,0.5931997761496288
K02012,afuA,Transport/Homeostasis,Tier 1,0.5256319286864727,sxpk01,1,2,0.5,0.7853981633974484
K16783,,,,,saccharopolyspora_c,2,7,0.2857142857142857,0.5639426413606289
K03446,emrB,Resistance/Detoxification,Tier 2,0.6930795793230609,caiumh01,2,5,0.4,0.684719203002283
K08225,entS,Transport/Homeostasis,Tier 2,0.4171390725213793,jakusa01,1,2,0.5,0.7853981633974484
K09817,,,,,calzgz01,1,2,0.5,0.7853981633974484
K00240,,,,,qnyk01,3,6,0.5,0.7853981633974484
K07644,cusS,Sensing/Regulation,Tier 1,0.5829791855461725,thermosulfuriphilus,1,2,0.5,0.7853981633974484
K03325,ACR3,Resistance/Detoxification,Tier 1,0.5419485256329538,rhodomicrobium,1,3,0.3333333333333333,0.6154797086703873
K02483,,,,,ucb3,1,2,0.5,0.7853981633974484
K01534,,,,,dt-91,1,2,0.5,0.7853981633974484
K00240,,,,,uba9628,3,3,0.9999,1.5607961601207307
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,xya2-full-43-15,2,2,0.9999,1.5607961601207307
K02484,,,,,uba4417,6,13,0.46153846153846156,0.7468985930690365
K07665,cusR,Resistance/Detoxification,Tier 1,0.4088795708368367,kutzneria,1,2,0.5,0.7853981633974484
K09883,cobT,Transport/Homeostasis,Tier 2,0.846628805205085,cpc320,2,16,0.125,0.36136712390670783
K02075,,,,,fen-1087,1,5,0.2,0.4636476090008061
K02483,,,,,cag-307,1,4,0.25,0.5235987755982989
K11707,troA,Transport/Homeostasis,Tier 1,0.1427548455398582,tta-h9,1,4,0.25,0.5235987755982989
K16783,,,,,pumilibacter,1,4,0.25,0.5235987755982989
K09882,,,,,caimwe01,1,5,0.2,0.4636476090008061
K08970,,,,,arenibacterium,1,2,0.5,0.7853981633974484
K02015,,,,,planomonospora,4,5,0.8,1.1071487177940904
K09816,,,,,lachnobacterium,3,3,0.9999,1.5607961601207307
K19976,mntB,Transport/Homeostasis,Tier 2,0.3065316853443602,metalysinibacillus,1,2,0.5,0.7853981633974484
K11704,,,,,smithella,1,13,0.07692307692307693,0.2810349015028136
K01534,,,,,sklg01,2,2,0.9999,1.5607961601207307
K02012,afuA,Transport/Homeostasis,Tier 1,0.5256319286864727,sfdp01,1,5,0.2,0.4636476090008061
K11607,,,,,lelliottia,2,17,0.11764705882352941,0.3501057777671456
K19973,,,,,yd12-full-39-22,1,2,0.5,0.7853981633974484
K08970,,,,,ewingella,1,8,0.125,0.36136712390670783
K11710,,,,,13-2-20cm-66-19,1,31,0.03225806451612903,0.18058521419069812
K07665,cusR,Resistance/Detoxification,Tier 1,0.4088795708368367,caitiq01,1,2,0.5,0.7853981633974484
K02015,,,,,bin34,2,4,0.5,0.7853981633974484
K02016,,,,,rgig7926,2,4,0.5,0.7853981633974484
K03795,,,,,qubu01,1,7,0.14285714285714285,0.3875966866551806
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,oceanithermus,3,4,0.75,1.0471975511965976
K11708,troC,Transport/Homeostasis,Tier 1,0.1610462487044206,aurantimonas,2,8,0.25,0.5235987755982989
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,gca-002791395,2,2,0.9999,1.5607961601207307
K09817,,,,,avidehalobacter,1,3,0.3333333333333333,0.6154797086703873
K19976,mntB,Transport/Homeostasis,Tier 2,0.3065316853443602,b33-g16,1,6,0.16666666666666666,0.4205343352839651
K02077,,,,,lfer01,3,6,0.5,0.7853981633974484
K02016,,,,,b26-g2,2,2,0.9999,1.5607961601207307
K03750,,,,,eudoraea,2,3,0.6666666666666666,0.9553166181245093
K09817,,,,,azonexus,1,47,0.02127659574468085,0.1463872592942491
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,uba4782,1,2,0.5,0.7853981633974484
K03446,emrB,Resistance/Detoxification,Tier 2,0.6930795793230609,bin107,2,4,0.5,0.7853981633974484
K02068,,,,,zapsychrus,1,3,0.3333333333333333,0.6154797086703873
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,floccifex,2,2,0.9999,1.5607961601207307
K02483,,,,,jadgbg01,1,1,0.9999,1.5607961601207307
K02009,cbiN,Transport/Homeostasis,Tier 2,0.5686107849885613,brevibacillus_b,3,34,0.08823529411764706,0.30159570280483483
K11605,sitC,Transport/Homeostasis,Tier 1,0.1810812746006144,mesocricetibacter,1,2,0.5,0.7853981633974484
K09817,,,,,jaaybj01,2,2,0.9999,1.5607961601207307
K00240,,,,,uba9647,2,3,0.6666666666666666,0.9553166181245093
K09817,,,,,slim01,2,2,0.9999,1.5607961601207307
K03795,,,,,jaautn01,2,5,0.4,0.684719203002283
K03635,MOCS2B,Cofactor Biosynthesis,Tier 2,0.5305892439358237,vxoi01,1,3,0.3333333333333333,0.6154797086703873
K11708,troC,Transport/Homeostasis,Tier 1,0.1610462487044206,dialister,2,73,0.0273972602739726,0.16628645517310517
K02016,,,,,rug14106,2,4,0.5,0.7853981633974484
K02008,,,,,uba695,2,2,0.9999,1.5607961601207307
K03635,MOCS2B,Cofactor Biosynthesis,Tier 2,0.5305892439358237,longimicrobium,1,1,0.9999,1.5607961601207307
K11605,sitC,Transport/Homeostasis,Tier 1,0.1810812746006144,notoacmeibacter,1,2,0.5,0.7853981633974484
K09815,,,,,cbw1002,1,2,0.5,0.7853981633974484
K02015,,,,,bieblia_a,2,2,0.9999,1.5607961601207307
K09815,,,,,sphaerisporangium,3,6,0.5,0.7853981633974484
K02016,,,,,gwc2-45-44,1,2,0.5,0.7853981633974484
K01534,,,,,rug844,1,1,0.9999,1.5607961601207307
K02013,,,,,hgm13862,2,2,0.9999,1.5607961601207307
K02015,,,,,shln01,3,6,0.5,0.7853981633974484
K09883,cobT,Transport/Homeostasis,Tier 2,0.846628805205085,aqs3,1,1,0.9999,1.5607961601207307
K11710,,,,,parasedimentitalea,2,4,0.5,0.7853981633974484
K00240,,,,,tmed26,1,3,0.3333333333333333,0.6154797086703873
K09816,,,,,c00003106,2,3,0.6666666666666666,0.9553166181245093
K00240,,,,,rug306,2,11,0.18181818181818182,0.4405106630046985
K11710,,,,,citrobacter_b,3,16,0.1875,0.44783239692893245
K02013,,,,,jeotgalicoccus_a,2,4,0.5,0.7853981633974484
K19975,,,,,deinococcus,5,49,0.10204081632653061,0.32513665332719066
K07644,cusS,Sensing/Regulation,Tier 1,0.5829791855461725,slst01,1,5,0.2,0.4636476090008061
K09882,,,,,polymorphobacter,3,6,0.5,0.7853981633974484
K02069,STAR2,Transport/Homeostasis,Tier 1,0.5138841377981769,jajzjt01,1,2,0.5,0.7853981633974484
K02010,,,,,palsa-1005,3,3,0.9999,1.5607961601207307
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,wvxj01,1,2,0.5,0.7853981633974484
K03795,,,,,jagpao01,1,3,0.3333333333333333,0.6154797086703873
K02016,,,,,butyrivibrio_a,1,6,0.16666666666666666,0.4205343352839651
K02015,,,,,uba2679,1,2,0.5,0.7853981633974484
K02077,,,,,pusillimonas_d,1,2,0.5,0.7853981633974484
K02015,,,,,anaeromusa,1,2,0.5,0.7853981633974484
K02015,,,,,jacjwc01,1,2,0.5,0.7853981633974484
K02012,afuA,Transport/Homeostasis,Tier 1,0.5256319286864727,levyella,1,2,0.5,0.7853981633974484
K03750,,,,,pusillimonas_b,1,2,0.5,0.7853981633974484
K07644,cusS,Sensing/Regulation,Tier 1,0.5829791855461725,fen-1317,1,2,0.5,0.7853981633974484
K03638,,,,,wtgu01,1,2,0.5,0.7853981633974484
K16264,,,,,dykf01,1,1,0.9999,1.5607961601207307
K07665,cusR,Resistance/Detoxification,Tier 1,0.4088795708368367,t3sed10-11,1,8,0.125,0.36136712390670783
K11710,,,,,t1sed10-78,1,1,0.9999,1.5607961601207307
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,umgs911,4,7,0.5714285714285714,0.8570719478501309
K00380,,,,,siat01,1,3,0.3333333333333333,0.6154797086703873
K00240,,,,,drwp01,2,2,0.9999,1.5607961601207307
K03750,,,,,pseudoteredinibacter,1,2,0.5,0.7853981633974484
K09816,,,,,enterobacter_b,1,2,0.5,0.7853981633974484
K09816,,,,,qnbt01,1,2,0.5,0.7853981633974484
K02077,,,,,caiusp01,2,2,0.9999,1.5607961601207307
K07787,cusA,Resistance/Detoxification,Tier 1,0.7903100387029138,uba1494,1,2,0.5,0.7853981633974484
K02230,cobN,Transport/Homeostasis,Tier 2,0.8493536953288198,slde01,1,4,0.25,0.5235987755982989
K19591,,,,,rhizobium_c,2,5,0.4,0.684719203002283
K11710,,,,,pwym01,1,8,0.125,0.36136712390670783
K03446,emrB,Resistance/Detoxification,Tier 2,0.6930795793230609,fen-1301,1,2,0.5,0.7853981633974484
K02069,STAR2,Transport/Homeostasis,Tier 1,0.5138841377981769,pelotalea,1,2,0.5,0.7853981633974484
K03446,emrB,Resistance/Detoxification,Tier 2,0.6930795793230609,uba7887,2,2,0.9999,1.5607961601207307
K01534,,,,,pararcticibacter,1,3,0.3333333333333333,0.6154797086703873
K03325,ACR3,Resistance/Detoxification,Tier 1,0.5419485256329538,olleya,5,9,0.5555555555555556,0.8410686705679302
K02483,,,,,dwaynesavagella,2,10,0.2,0.4636476090008061
K00240,,,,,szua-451,4,8,0.5,0.7853981633974484
K02074,,,,,caiqqq01,2,6,0.3333333333333333,0.6154797086703873
K03750,,,,,oceanispirochaeta,1,2,0.5,0.7853981633974484
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,uba6776,2,3,0.6666666666666666,0.9553166181245093
K20170,,,,,42-54-t18,1,4,0.25,0.5235987755982989
K02010,,,,,wqvc01,1,2,0.5,0.7853981633974484
K02484,,,,,gca-2730975,1,3,0.3333333333333333,0.6154797086703873
K03635,MOCS2B,Cofactor Biosynthesis,Tier 2,0.5305892439358237,uba3015,1,11,0.09090909090909091,0.30627736916966947
K02075,,,,,bombella,2,5,0.4,0.684719203002283
K02077,,,,,vxyk01,1,2,0.5,0.7853981633974484
K07644,cusS,Sensing/Regulation,Tier 1,0.5829791855461725,maridesulfovibrio,1,6,0.16666666666666666,0.4205343352839651
K02010,,,,,oceanidesulfovibrio,2,2,0.9999,1.5607961601207307
K02077,,,,,fen-1118,1,3,0.3333333333333333,0.6154797086703873
K02008,,,,,uba2207,1,3,0.3333333333333333,0.6154797086703873
K11708,troC,Transport/Homeostasis,Tier 1,0.1610462487044206,salifodinibacter,1,2,0.5,0.7853981633974484
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,uba5941,1,2,0.5,0.7853981633974484
K09816,,,,,umgs1052,1,1,0.9999,1.5607961601207307
K01534,,,,,cajoig01,3,3,0.9999,1.5607961601207307
K19591,,,,,chlorogloeopsis,1,4,0.25,0.5235987755982989
K02013,,,,,slrq01,1,2,0.5,0.7853981633974484
K03446,emrB,Resistance/Detoxification,Tier 2,0.6930795793230609,nostoc_b,3,5,0.6,0.8860771237926137
K02077,,,,,caipvr01,1,3,0.3333333333333333,0.6154797086703873
K09882,,,,,16-39-46,1,1,0.9999,1.5607961601207307
K02230,cobN,Transport/Homeostasis,Tier 2,0.8493536953288198,phil1,1,13,0.07692307692307693,0.2810349015028136
K09816,,,,,uba3566,1,2,0.5,0.7853981633974484
K02230,cobN,Transport/Homeostasis,Tier 2,0.8493536953288198,alterinioella,2,3,0.6666666666666666,0.9553166181245093
K09882,,,,,hakubanella,1,3,0.3333333333333333,0.6154797086703873
K03981,,,,,basilea,1,1,0.9999,1.5607961601207307
K02074,,,,,alloiococcus,2,2,0.9999,1.5607961601207307
K02015,,,,,hgm12657,1,2,0.5,0.7853981633974484
K16784,,,,,desulfolutivibrio,2,4,0.5,0.7853981633974484
K02483,,,,,prauserella,1,6,0.16666666666666666,0.4205343352839651
K02068,,,,,acidaminococcus,2,23,0.08695652173913043,0.29933402641777124
K02012,afuA,Transport/Homeostasis,Tier 1,0.5256319286864727,paracholeplasma,1,3,0.3333333333333333,0.6154797086703873
K09820,,,,,olb13,1,6,0.16666666666666666,0.4205343352839651
K09815,,,,,cag-317,1,7,0.14285714285714285,0.3875966866551806
K03325,ACR3,Resistance/Detoxification,Tier 1,0.5419485256329538,sphingomonas_e,3,3,0.9999,1.5607961601207307
K02074,,,,,bythopirellula,1,2,0.5,0.7853981633974484
K03750,,,,,spnt01,1,2,0.5,0.7853981633974484
K15726,czcA,Resistance/Detoxification,Tier 1,0.6546049730743905,jafdda01,2,2,0.9999,1.5607961601207307
K16784,,,,,uba5177,1,2,0.5,0.7853981633974484
K02007,cbiM,Transport/Homeostasis,Tier 2,0.5554474595698389,uba8346,2,2,0.9999,1.5607961601207307
K01534,,,,,g519,1,2,0.5,0.7853981633974484
K02016,,,,,thermomicrobium,2,5,0.4,0.684719203002283
K02077,,,,,caiyyx01,1,11,0.09090909090909091,0.30627736916966947
K19972,,,,,holzapfelia,1,2,0.5,0.7853981633974484
K16264,,,,,sphingomonas_g,1,3,0.3333333333333333,0.6154797086703873
K00240,,,,,palsibacter,1,2,0.5,0.7853981633974484
K02075,,,,,silvanigrella,1,2,0.5,0.7853981633974484
K02068,,,,,clostridioides,1,39,0.02564102564102564,0.16082048067446464
K09817,,,,,telluria,1,51,0.0196078431372549,0.14048970175352035
K02074,,,,,naasia,2,5,0.4,0.684719203002283
K08941,,,,,cag-103,1,31,0.03225806451612903,0.18058521419069812
K07665,cusR,Resistance/Detoxification,Tier 1,0.4088795708368367,rug099,2,17,0.11764705882352941,0.3501057777671456
K09815,,,,,calidifontimicrobium,1,3,0.3333333333333333,0.6154797086703873
K13638,zntR,Sensing/Regulation,Tier 2,0.9113917988122212,caczqa01,1,3,0.3333333333333333,0.6154797086703873
K03981,,,,,szua-117,2,3,0.6666666666666666,0.9553166181245093
K02013,,,,,rgig3925,1,2,0.5,0.7853981633974484
K03523,bioY,Transport/Homeostasis,Tier 2,0.3913104502221118,maritalea,1,2,0.5,0.7853981633974484
K02074,,,,,evtepia,1,25,0.04,0.2013579207903308
K02015,,,,,simiduia,2,2,0.9999,1.5607961601207307
K02013,,,,,allosediminivita,2,2,0.9999,1.5607961601207307
K02012,afuA,Transport/Homeostasis,Tier 1,0.5256319286864727,fachb-t130,1,2,0.5,0.7853981633974484
K03635,MOCS2B,Cofactor Biosynthesis,Tier 2,0.5305892439358237,jaazbk01,2,2,0.9999,1.5607961601207307
K11709,troD,Transport/Homeostasis,Tier 1,0.2209258229638139,slrw01,2,3,0.6666666666666666,0.9553166181245093
K11602,mntB,Transport/Homeostasis,Tier 2,0.0001059596688143,crossiella,2,4,0.5,0.7853981633974484
K02015,,,,,jajfkb01,1,2,0.5,0.7853981633974484
K02069,STAR2,Transport/Homeostasis,Tier 1,0.5138841377981769,caciul01,1,2,0.5,0.7853981633974484
K02006,,,,,hgm13006,3,9,0.3333333333333333,0.6154797086703873
K07665,cusR,Resistance/Detoxification,Tier 1,0.4088795708368367,cahjwt01,1,2,0.5,0.7853981633974484
K03325,ACR3,Resistance/Detoxification,Tier 1,0.5419485256329538,phelpsiimicrobium,1,3,0.3333333333333333,0.6154797086703873
K16783,,,,,kineococcus,1,2,0.5,0.7853981633974484
K09818,,,,,uba1211,1,2,0.5,0.7853981633974484
K09815,,,,,j029,1,2,0.5,0.7853981633974484
K09883,cobT,Transport/Homeostasis,Tier 2,0.846628805205085,pelagerythrobacter,1,1,0.9999,1.5607961601207307
K02015,,,,,pseudorhodobacter,2,3,0.6666666666666666,0.9553166181245093
K11606,sitD,Transport/Homeostasis,Tier 1,0.3064857252891996,bacl27,1,21,0.047619047619047616,0.21998797739545942
K09820,,,,,dtjg01,1,3,0.3333333333333333,0.6154797086703873
K11707,troA,Transport/Homeostasis,Tier 1,0.1427548455398582,uba2970,2,4,0.5,0.7853981633974484
K03981,,,,,smwn01,2,4,0.5,0.7853981633974484
K00245,,,,,azoarcus_c,3,8,0.375,0.659058035826409
K11710,,,,,scaelec01,1,2,0.5,0.7853981633974484
K02075,,,,,cadedh01,1,2,0.5,0.7853981633974484
K02016,,,,,scmt01,2,4,0.5,0.7853981633974484
K02069,STAR2,Transport/Homeostasis,Tier 1,0.5138841377981769,anaeroferrophillus,1,2,0.5,0.7853981633974484
K00240,,,,,caiwmf01,1,1,0.9999,1.5607961601207307
K02074,,,,,bog-532,1,4,0.25,0.5235987755982989
K09820,,,,,cakqoe01,2,2,0.9999,1.5607961601207307
K02016,,,,,uba1067,1,14,0.07142857142857142,0.2705497629785729
K02013,,,,,caiqqq01,1,6,0.16666666666666666,0.4205343352839651
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,dwaynesavagella,4,10,0.4,0.684719203002283
K02013,,,,,cadaua01,1,2,0.5,0.7853981633974484
K09818,,,,,rdxv01,2,2,0.9999,1.5607961601207307
K09816,,,,,cajwlw01,1,2,0.5,0.7853981633974484
K03795,,,,,jacnju01,2,4,0.5,0.7853981633974484
K02016,,,,,sig471,1,2,0.5,0.7853981633974484
K00380,,,,,riemerella,3,5,0.6,0.8860771237926137
K16264,,,,,jafgxf01,1,2,0.5,0.7853981633974484
K09818,,,,,cohnella,6,15,0.4,0.684719203002283
K02016,,,,,ardenticatena,3,4,0.75,1.0471975511965976
K02230,cobN,Transport/Homeostasis,Tier 2,0.8493536953288198,nevskia,2,8,0.25,0.5235987755982989
K02016,,,,,lutimaribacter,2,2,0.9999,1.5607961601207307
K09817,,,,,uba3910,1,2,0.5,0.7853981633974484
K02016,,,,,jacjxf01,1,1,0.9999,1.5607961601207307
K02230,cobN,Transport/Homeostasis,Tier 2,0.8493536953288198,uba2207,3,3,0.9999,1.5607961601207307
K11710,,,,,bigb0383,1,2,0.5,0.7853981633974484
K02074,,,,,cybelea,2,4,0.5,0.7853981633974484
K03325,ACR3,Resistance/Detoxification,Tier 1,0.5419485256329538,lentilactobacillus,3,50,0.06,0.24746706317044775
K09816,,,,,tenebrionibacter,1,2,0.5,0.7853981633974484
K02015,,,,,gp22-aa3,1,2,0.5,0.7853981633974484
K11607,,,,,uba6626,1,2,0.5,0.7853981633974484
K03673,dsbA,Unknown,Tier 2,0.6413594922712997,m0108,1,2,0.5,0.7853981633974484
K02077,,,,,luteimicrobium,1,2,0.5,0.7853981633974484
K08941,,,,,pumt01,1,5,0.2,0.4636476090008061
K02013,,,,,onthocola_a,1,1,0.9999,1.5607961601207307
K03831,,,,,uba931,2,4,0.5,0.7853981633974484
K07798,,,,,sort01,5,5,0.9999,1.5607961601207307
K11709,troD,Transport/Homeostasis,Tier 1,0.2209258229638139,rubinisphaera,3,4,0.75,1.0471975511965976
K03523,bioY,Transport/Homeostasis,Tier 2,0.3913104502221118,caksft01,2,3,0.6666666666666666,0.9553166181245093
K15726,czcA,Resistance/Detoxification,Tier 1,0.6546049730743905,terrimicrobium,2,2,0.9999,1.5607961601207307
K07787,cusA,Resistance/Detoxification,Tier 1,0.7903100387029138,cainmv01,2,5,0.4,0.684719203002283
K09815,,,,,caivxw01,1,2,0.5,0.7853981633974484
K02074,,,,,uba10181,1,2,0.5,0.7853981633974484
K02013,,,,,sctd01,2,2,0.9999,1.5607961601207307
K00245,,,,,thiodictyon,1,5,0.2,0.4636476090008061
K02484,,,,,chloroflexus,7,9,0.7777777777777778,1.0799136485055854
K02008,,,,,uba2766,2,2,0.9999,1.5607961601207307
K02012,afuA,Transport/Homeostasis,Tier 1,0.5256319286864727,slrw01,2,3,0.6666666666666666,0.9553166181245093
K01534,,,,,pnkl01,1,2,0.5,0.7853981633974484
K11605,sitC,Transport/Homeostasis,Tier 1,0.1810812746006144,dinoroseobacter,2,3,0.6666666666666666,0.9553166181245093
